,subwatershed,area,perimeter,circulatory_ratio,relief,avg_slope,watershed_length,elongation_ratio,drainage_density,shape_factor,relief_ratio,ruggedness,aae_area,buildings_aae_count,x_area,buildings_x_count,water_bodies_area,dams_count,bridges_count,streets_km,railroads_km,population,population_density,median_income,housing_density,population_change,dependent_population_pct,dist_to_stream_avg,dist_to_stream_stdev,dist_to_stream_skewness,dist_to_stream_kurtosis,levee_length_km,levee_low_crest_elevation_m,lu_21_area,lu_22_area,lu_23_area,lu_24_area,lu_41_area,lu_82_area,avg_impervious_percent,orb100yr06h,orb100yr12h,orb100yr24h,orb25yr06h,orb25yr12h,orb25yr24h,orb2yr06h,orb2yr12h,orb2yr24h,orb50yr06h,orb50yr12h,orb50yr24h,orb100yr06ha_am,orb100yr12ha_am,orb100yr24ha_am,orb25yr06ha_am,orb25yr12ha_am,orb25yr24ha_am,orb2yr06ha_am,orb2yr12ha_am,orb2yr24ha_am,orb50yr06ha_am,orb50yr12ha_am,orb50yr24ha_am,flow_0_exceedence_prob,flow_0.1_exceedence_prob,flow_1_exceedence_prob,flow_10_exceedence_prob,flow_50_exceedence_prob,slope_of_flow_duration_curve,mean_policy,mean_claim,policy_total_building_coverage_avg,claims_total_building_insurance_coverage_avg
0,51202081102,0.24335835955940271,0.0948645801728577,0.5747921227064692,0.2697685154900503,0.23736316977508268,0.11068508359415768,0.20955090533988494,0.39289152991910126,0.009511025778563432,0.08224089598718298,0.21041684403536837,0.04273211314514475,0.0016185594820609657,0.0,0.0,0.14389249732084095,0.05555555555555555,0.07017543859649122,0.07857135469076836,0.010036921095086805,0.07597754869789076,0.09289756191698106,0.272256675990548,0.03670601417468176,0.2929555204335064,0.7135662573924867,0.05462116836830461,0.0905395262459932,0.5164929037392056,0.1480478016029639,0.0,0.0,0.1094981862243589,0.01843906312038944,0.00392661715167582,0.0007264712843307364,0.1560082352094066,0.14240665910338896,0.01581749864252259,0.9728527211761673,0.9651240778001342,0.9569868130624257,0.9875530410183875,0.9878882197712971,0.9804865686771415,0.9928814107749555,0.991640625,0.9912293853073463,0.9811997024413337,0.9770521308735617,0.969555315833633,0.9729415563448498,0.9651908396946565,0.9570813017348907,0.9876088649720315,0.9879395623009689,0.9805837563451778,0.9933464760965993,0.992129114326602,0.9917399617590822,0.9812419584208031,0.9771469035663707,0.9696260279728675,0.04457868305580673,0.045715127692761294,0.049922335297606056,0.08604094782296981,0.09896985564364959,0.9557215438605261,0.22800866905528958,0.0,0.07364334487657145,5.199604191717603e-05
1,51202080201,0.4151287477126266,0.17895034347225888,0.4145290713467229,0.5608110694179499,0.3928340563753536,0.0913133067657013,0.3035809996719546,0.5413984612106633,0.0045705367789675875,0.1898501149169748,0.5655817210282497,0.009921386045348703,0.0,0.0,0.0,0.01499515097981732,0.0,0.15789473684210525,0.0689819139816498,0.0,0.07613775730054029,0.06045934499098893,0.3031785993698895,0.008329288972664866,0.3348385640099345,0.6518728361518534,0.044393237087163306,0.059777024850068215,0.3746686219155714,0.0784118891406382,0.0,0.0,0.10183797861439668,0.001986352610663183,0.00026694799340206337,0.0,0.45744877016393587,0.17139308055628907,0.0020603909535434855,0.9769151405726078,0.9643924150966404,0.950874412813402,0.9852192362093352,0.9824751336355639,0.9714901165737456,0.9853583562530335,0.983359375,0.9817091454272863,0.9815378372895112,0.9736453043645946,0.9618242838307564,0.9770100096867937,0.9644580152671755,0.9509581585213743,0.9852722509381859,0.9825191408632021,0.9715736040609138,0.9863643831115492,0.9844172364445858,0.9827915869980879,0.9815805512290918,0.9737350328312091,0.9618824659343298,0.11863049212632605,0.10642406934873637,0.1235881202396558,0.18933093790847128,0.24428651377281163,0.8952869893038885,0.28543110362505514,0.06357762189819041,0.02198091481832263,0.007012208912956071
2,51201110302,0.340298634451126,0.09895754898063122,0.7096527522098011,0.21493224749839424,0.12577053076931669,0.17050785090904913,0.15952937347139334,0.4168221752320281,0.015749836919772296,0.04522418291159504,0.18363964560982976,0.05735823664354191,0.0002697599136768276,0.0,0.0,0.05771647397294442,0.0,0.03508771929824561,0.07689239843528872,0.070540608826191,0.028776779696598052,0.028008197433333694,0.2873936113692997,0.014594536203226718,0.21607586362610068,0.6551778408729768,0.05689453743447508,0.07181294571170918,0.46064057408088244,0.17261706560074863,0.0,0.0,0.10669139466353347,0.04189281530421518,0.00241724652839927,0.00020645487348166808,0.11599324499668594,0.3191870356251616,0.02202024836705741,0.9789141088470468,0.9681726723980245,0.9559114833889863,0.9871287128712871,0.984302050206374,0.9714267612772428,0.9890794369843068,0.9857031250000001,0.9799850074962518,0.983431392439305,0.9764093334190396,0.9639817811338847,0.9790119470455279,0.9682442748091602,0.9560040820954757,0.9871840260567869,0.9843485330984485,0.9715101522842641,0.9898143584688681,0.9865638416282397,0.9811854684512428,0.9834766709555088,0.9765031543710572,0.9640434599915961,0.07236189818710831,0.05751941286035422,0.054065776849781026,0.11875024234022305,0.2468783536991234,0.9388116033339078,0.2965876386875549,0.014360368499860068,0.17524632103693252,0.016113010354289716
3,51201060507,0.15007638192223233,0.08745254395563967,0.4512857594360158,0.1686498889854537,0.0489133787378563,0.19264153789634753,0.10363300982022183,0.2535686554868066,0.033230820101424606,0.03208094630729906,0.08906237995791735,0.04231994716182849,0.0,0.0,0.0,0.009118416951822713,0.0,0.07017543859649122,0.05490035993593744,0.03858784304760134,0.06326582474283757,0.107622307691065,0.19001390370371768,0.016036521760257685,0.22668773989613908,0.6620632672651497,0.13236360919665238,0.17208676026357592,0.32174896379445955,0.057670072872576326,0.0,0.0,0.06995930280328928,0.020753379759994205,0.005030777842577739,0.0012994166025571186,0.013881857832241712,0.3280492841718309,0.019952619584305914,0.9557002837245294,0.9437839156149015,0.9174260003395778,0.9709335219236208,0.9642059679274646,0.9423466801824634,0.9792913767998705,0.97078125,0.9606446776611693,0.9643605870020966,0.9544899402198366,0.9304806424547525,0.9558282208588957,0.9439389312977098,0.917621045470008,0.9710401472774907,0.9642929737787114,0.94251269035533,0.9806965664530968,0.9725711559866432,0.9629827915869981,0.964447755129681,0.9546156817303979,0.9306080797166696,0.03389729722409345,0.02359457399948291,0.02804854741524524,0.08169197623916831,0.29350863867657623,0.9762842291806462,0.3169174226217216,0.15203441119762584,0.18549039338618545,0.16850123398520736
4,71200010303,0.31515375949883667,0.13929437878025616,0.45687496310631837,0.10707132043267423,0.04943465445601802,0.23238760135881104,0.11239147226891391,0.19888932555723476,0.029014970489501347,0.017250258028588282,0.04695460123141801,0.06194572409209494,0.00674399784192069,0.009397337004026639,0.003676470588235294,0.01261872917796672,0.0,0.07017543859649122,0.10302870434497687,0.13242270720835977,0.12489089241716111,0.1239447791668675,0.34624699050912383,0.05681235358329784,0.2425491081508241,0.6728045326088005,0.10377572980074502,0.16599300767338088,0.4708067946419209,0.11884055300463874,0.0,0.0,0.10439931526206968,0.09767026369290979,0.04926671017509419,0.02924212381394945,0.05391020927146401,0.38132070137952834,0.08247337082183749,0.9507995873097757,0.9388451923663191,0.9054275850359386,0.9654172560113153,0.9579809188713715,0.932019766852509,0.9734670765248341,0.96359375,0.9537481259370314,0.9588151754919862,0.9485119238927813,0.9192736425746135,0.9509848240232484,0.9389923664122136,0.905658237895453,0.9655172413793105,0.9581272443932516,0.9322335025380711,0.9751930343354691,0.9658928287486086,0.9565583173996175,0.9589625516354032,0.9486288142139823,0.9194429437541269,0.005381982908714534,0.004445090558685413,0.009591545258165619,0.025415128430966032,0.05623594704478119,0.9974300909528575,0.4756833210957141,0.17874372957361445,0.23246371692639237,0.00025545905835917625
5,50800030717,0.4001585472244094,0.14247201047600724,0.5406201711411898,0.6143365639036822,0.37262534714476137,0.11476344613371367,0.24632215121466608,0.4478059285182437,0.006961812849160489,0.17223177216768806,0.5093240195364459,0.2617330376453472,0.002697599136768276,0.029777226715021095,0.03529411764705882,0.6883816853648316,0.0,0.07017543859649122,0.09692844604805989,0.002419836028079936,0.10187609798137161,0.0835416637400955,0.2747514817121644,0.03743347795181564,0.19338451117633776,0.628517469345749,0.05065756483600923,0.054869344020468176,0.310594798875642,0.06510371339293317,0.0,0.0,0.13920259987422087,0.04821379869750153,0.027672858328222916,0.005290195113228411,0.36281974291435126,0.12305438226107815,0.030834808738016625,0.9161722981686873,0.9054325955734406,0.8884486954553172,0.9501414427157,0.9471547465999053,0.9294221996958947,0.978886911502993,0.9756250000000001,0.9662668665667166,0.9347399743017517,0.9274924471299093,0.9099844180750329,0.9164352599289636,0.905648854961832,0.8887062025172923,0.9502938469163776,0.9473541567856901,0.9296319796954315,0.980285855101035,0.9771028780410239,0.9683365200764817,0.9349224622469018,0.9277069653662934,0.9101986913980431,0.053348706954587925,0.048996804415718805,0.03178537588327014,0.12563439697409765,0.3833984380890178,0.9403844518133577,0.2885896345657693,0.14684613452933024,0.4349270561620071,0.057574586924439154
6,41000030604,0.19187691919611072,0.13255250308229627,0.3341496251953601,0.18129599669058355,0.06827941797390229,0.4343669487476388,0.04172389541570773,0.26403377956741464,0.1280611688586909,0.013414781696628238,0.0988408523666093,0.09101491116585997,0.05071486377124359,0.0,0.0,0.028011834376363762,0.0,0.17543859649122806,0.14404441240009253,0.09281779656612178,0.18133956489553293,0.2516404404916179,0.28029813787885344,0.119235464803095,0.2719011063445473,0.6222851746815595,0.0754237669136311,0.11092197411808498,0.4979341202839921,0.15959990103307403,0.0,0.0,0.16829558772651898,0.16357704667173162,0.0807490064924448,0.024909603858414647,0.034826034392989515,0.22365676050931996,0.1613950624314123,0.9259736909981946,0.9153710139625633,0.8855622842266115,0.945190947666195,0.9384938087827323,0.9145337050177396,0.9618184759747613,0.9524218750000001,0.9419790104947525,0.936295394603368,0.9268496496753872,0.9003955411722402,0.9261866322247336,0.9155419847328243,0.8858147182220206,0.9453373929051901,0.9386814824852633,0.9147842639593909,0.9643502546410383,0.9553983145174113,0.9454684512428297,0.9364799891650301,0.9270632161709799,0.9005942733657482,0.028964011702202662,0.03126516505249358,0.04050280479439179,0.09393009070189626,0.21143097912181605,0.9746977548409912,0.46181928086301854,0.06932322094715415,0.22951035348068458,0.03920313553176198
7,51401010601,0.20273315992049007,0.037898518060307446,1.0,0.53340341933785,0.30781486983387685,0.13017385587834768,0.1695187936167903,0.2902972376319032,0.014107904569957119,0.13534622853763997,0.2886266556423321,0.026251019681591305,0.0018883193957377933,0.0,0.0,0.011565182067490973,0.0,0.10526315789473684,0.04038990369163088,0.010656430228477115,0.04330604262653717,0.0628666362428854,0.2722016896782045,0.013338691900045222,0.28048092120117407,0.68271954677217,0.056444298572656086,0.07995623236756125,0.4467029837635712,0.12547020615631027,0.0,0.0,0.060410063886489014,0.002598880917348069,0.00040578459053144055,2.791625398624139e-05,0.1771428327474317,0.1846232063122889,0.0037432718705946405,0.9603430487490329,0.9554905188708005,0.9523459165770558,0.9758840169731258,0.9775356925367076,0.9718702483527624,0.986086393787413,0.9845312500000001,0.9830584707646176,0.9689592209373099,0.9667673716012084,0.9626033800791083,0.9604778818211173,0.9556030534351144,0.9524322485542579,0.975925794802804,0.977640761569212,0.9719543147208123,0.9870215212748481,0.9854507870885673,0.9840917782026768,0.969052617322408,0.9668469164413545,0.9626628248994538,0.10740405317537552,0.12692453690593353,0.16681971479148364,0.13331250716629356,0.11713169140388886,0.8827740224341107,0.4016115466942445,0.23654345318685033,0.2481327469939725,0.055344164491380576
8,51401040403,0.6481488215827831,0.19997729968114106,0.5304352783915123,0.5318599136223692,0.3339943143836974,0.30846666742982864,0.11563530118436854,0.2529857631005292,0.027652101940162713,0.06056992050495014,0.25061907626917357,0.08297289639793938,0.03560830860534125,0.0,0.0,0.01999876725051282,0.16666666666666666,0.2631578947368421,0.20105232722429472,0.14192790556557197,0.2002773266156209,0.10849110490371397,0.3207270756210216,0.052453641273949254,0.28183562881011515,0.5896285803503657,0.09341199399544149,0.17248376423415798,0.5391921965731017,0.17620181130764972,0.0,0.0,0.24418123312406612,0.0551901614043748,0.04715930545203312,0.009295182190709142,0.483776646073066,0.16791085139052594,0.031085723174758932,0.9631158111942224,0.9587220291445644,0.9553455204029657,0.9803394625176802,0.9820014885986874,0.9756715661429296,0.9908590842905678,0.9889062500000001,0.9862818590704647,0.9727463312368974,0.9706884360737931,0.9661992089176555,0.963254762673555,0.9588396946564884,0.9554371243905205,0.9803866034128728,0.9820448539873976,0.975761421319797,0.9914572038771152,0.9895849896644935,0.9870745697896749,0.972844856775242,0.9707737865327669,0.9662644816615643,0.10408983811568415,0.10938047957019983,0.11986000194956661,0.17647005731787901,0.19958029081512416,0.8925339584680079,0.456632794299252,0.18235590137267804,0.6103631735368283,1.0
9,51202050503,0.38417422864710554,0.2686135333792826,0.20348393064483028,0.30518262192276924,0.03859048413291617,0.30631567111821034,0.09034455433858618,0.2985254152195138,0.041583857719877895,0.0349507036804345,0.17734092367121754,0.22298876253905928,0.016185594820609658,0.0,0.0,0.012681355082526666,0.0,0.3684210526315789,0.14637409228513198,0.09119089207578637,0.13297866463367475,0.11273022431853956,0.2721251016550033,0.09503605382977977,0.21223752540076765,0.558781869730049,0.09513563378935541,0.11409773270027593,0.3169667285914905,0.06334844866404396,0.0,0.0,0.13083234057407575,0.09264519968350851,0.0686382014727481,0.015876254603562817,0.03882444058181178,0.5517755581665943,0.06769419934593272,0.943770956925458,0.9306139869520151,0.8968249476484238,0.9613154172560112,0.9582515731781582,0.9338570704510898,0.9737906487623362,0.9719531250000001,0.966191904047976,0.953540271860418,0.945040817638362,0.9162771185424907,0.9439457539554408,0.9307480916030533,0.8970404807801339,0.9614104651986123,0.95839826546514,0.9340736040609138,0.9755216034171185,0.9736842105263157,0.9682600382409178,0.9536805038260987,0.9452169434788207,0.9164415631190348,0.09378942082631216,0.08296006712391221,0.10218264628824911,0.18974332451774067,0.26142858804608615,0.9263847225833719,0.36472985748118675,0.12231481622856905,0.25419498604302826,0.20301247027455152
